UNIPROT,has,description
up:P16066,hsa:4881,NPR1; natriuretic peptide receptor 1
up:Q15147,hsa:5332,PLCB4; phospholipase C beta 4
up:Q96G01,hsa:636,BICD1; BICD cargo adaptor 1
up:Q8IYS1,hsa:135293,PM20D2; peptidase M20 domain containing 2
up:Q52WX2,hsa:388228,SBK1; SH3 domain binding kinase 1
up:P31350,hsa:6241,RRM2; ribonucleotide reductase regulatory subunit M2
up:Q15413,hsa:6263,RYR3; ryanodine receptor 3
up:P35498,hsa:6323,SCN1A; sodium voltage-gated channel alpha subunit 1
up:P55011,hsa:6558,SLC12A2; solute carrier family 12 member 2
up:P04818,hsa:7298,TYMS; thymidylate synthetase
up:Q14994,hsa:9970,NR1I3; nuclear receptor subfamily 1 group I member 3
up:P19801,hsa:26,AOC1; amine oxidase copper containing 1
up:Q6UX73,hsa:146556,C16orf89; chromosome 16 open reading frame 89
up:P60709,hsa:60,ACTB; actin beta
up:Q9H1H9,hsa:63971,KIF13A; kinesin family member 13A
up:P21333,hsa:2316,FLNA; filamin A
up:O60503,hsa:115,ADCY9; adenylate cyclase 9
up:Q13972,hsa:5923,RASGRF1; Ras protein specific guanine nucleotide releasing factor 1
up:Q9BRD0,hsa:84811,BUD13; BUD13 homolog
up:Q08499,hsa:5144,PDE4D; phosphodiesterase 4D
up:O94812,hsa:8938,BAIAP3; BAI1 associated protein 3
up:Q9H706,hsa:64762,GAREM1; GRB2 associated regulator of MAPK1 subtype 1
up:Q9BXW6,hsa:114876,OSBPL1A; oxysterol binding protein like 1A
up:O94973,hsa:161,AP2A2; adaptor related protein complex 2 subunit alpha 2
up:P41221,hsa:7474,WNT5A; Wnt family member 5A
up:Q8N6U8,hsa:23432,GPR161; G protein-coupled receptor 161
up:A6NNA5,hsa:644168,DRGX; dorsal root ganglia homeobox
up:A6NNA5,hsa:644168,DRGX; dorsal root ganglia homeobox
up:Q9H611,hsa:80119,PIF1; PIF1 5'-to-3' DNA helicase
up:Q9UMS6,hsa:171024,SYNPO2; synaptopodin 2
up:Q9UQB3,hsa:1501,CTNND2; catenin delta 2
up:Q6V0I7,hsa:79633,FAT4; FAT atypical cadherin 4
up:P31150,hsa:2664,GDI1; GDP dissociation inhibitor 1
up:P0DP25,hsa:808,CALM3; calmodulin 3
up:P0DP25,hsa:808,CALM3; calmodulin 3
up:P0DP25,hsa:808,CALM3; calmodulin 3
up:Q15417,hsa:1266,CNN3; calponin 3
up:P09651,hsa:3178,HNRNPA1; heterogeneous nuclear ribonucleoprotein A1
up:Q06033,hsa:3699,ITIH3; inter-alpha-trypsin inhibitor heavy chain 3
up:Q10469,hsa:4247,"MGAT2; alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
up:P21589,hsa:4907,NT5E; 5'-nucleotidase ecto
up:Q99643,hsa:6391,SDHC; succinate dehydrogenase complex subunit C
up:P37108,hsa:6727,SRP14; signal recognition particle 14
up:P34981,hsa:7201,TRHR; thyrotropin releasing hormone receptor
up:Q9Y210,hsa:7225,TRPC6; transient receptor potential cation channel subfamily C member 6
up:Q9BTM1,hsa:55766,H2AJ; H2A.J histone
up:P20309,hsa:1131,CHRM3; cholinergic receptor muscarinic 3
up:Q96A08,hsa:255626,H2BC1; H2B clustered histone 1
up:P62805,hsa:8370,H4C14; H4 clustered histone 14
up:P62805,hsa:8370,H4C14; H4 clustered histone 14
up:P62805,hsa:8370,H4C14; H4 clustered histone 14
up:P62805,hsa:8370,H4C14; H4 clustered histone 14
up:P62805,hsa:8370,H4C14; H4 clustered histone 14
up:P62805,hsa:8370,H4C14; H4 clustered histone 14
up:P62805,hsa:8370,H4C14; H4 clustered histone 14
up:P62805,hsa:8370,H4C14; H4 clustered histone 14
up:P62805,hsa:8370,H4C14; H4 clustered histone 14
up:P62805,hsa:8370,H4C14; H4 clustered histone 14
up:P62805,hsa:8370,H4C14; H4 clustered histone 14
up:P62805,hsa:8370,H4C14; H4 clustered histone 14
up:P62805,hsa:8370,H4C14; H4 clustered histone 14
up:P62805,hsa:8370,H4C14; H4 clustered histone 14
up:P37802,hsa:8407,TAGLN2; transgelin 2
up:Q9P2R7,hsa:8803,SUCLA2; succinate-CoA ligase ADP-forming subunit beta
up:O00748,hsa:8824,CES2; carboxylesterase 2
up:Q12959,hsa:1739,DLG1; discs large MAGUK scaffold protein 1
up:O14641,hsa:1856,DVL2; dishevelled segment polarity protein 2
up:Q11130,hsa:2529,FUT7; fucosyltransferase 7
up:O15394,hsa:4685,NCAM2; neural cell adhesion molecule 2
up:Q9Y210,hsa:7225,TRPC6; transient receptor potential cation channel subfamily C member 6
up:Q86U42,hsa:8106,PABPN1; poly(A) binding protein nuclear 1
up:Q15493,hsa:9104,RGN; regucalcin
up:Q99999,hsa:9514,GAL3ST1; galactose-3-O-sulfotransferase 1
up:P32249,hsa:1880,GPR183; G protein-coupled receptor 183
up:P98160,hsa:3339,HSPG2; heparan sulfate proteoglycan 2
up:O15511,hsa:10092,ARPC5; actin related protein 2/3 complex subunit 5
up:O15144,hsa:10109,ARPC2; actin related protein 2/3 complex subunit 2
up:Q03701,hsa:10153,CEBPZ; CCAAT enhancer binding protein zeta
up:Q9Y6L7,hsa:7093,TLL2; tolloid like 2
up:P22234,hsa:10606,PAICS; phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase
up:P33992,hsa:4174,MCM5; minichromosome maintenance complex component 5
up:P31268,hsa:3204,HOXA7; homeobox A7
up:Q07955,hsa:6426,SRSF1; serine and arginine rich splicing factor 1
up:Q13145,hsa:25805,BAMBI; BMP and activin membrane bound inhibitor
up:Q71UI9,hsa:94239,H2AZ2; H2A.Z variant histone 2
up:Q9UL62,hsa:7224,TRPC5; transient receptor potential cation channel subfamily C member 5
up:Q96BR1,hsa:23678,SGK3; serum/glucocorticoid regulated kinase family member 3
up:Q96BR1,hsa:23678,SGK3; serum/glucocorticoid regulated kinase family member 3
up:P30153,hsa:5518,PPP2R1A; protein phosphatase 2 scaffold subunit Aalpha
up:Q9Y6P5,hsa:27244,SESN1; sestrin 1
up:O43704,hsa:27284,SULT1B1; sulfotransferase family 1B member 1
up:Q9BVK6,hsa:54732,TMED9; transmembrane p24 trafficking protein 9
up:Q5VTL8,hsa:55119,PRPF38B; pre-mRNA processing factor 38B
up:Q8N8S7,hsa:55740,ENAH; ENAH actin regulator
up:Q9NR19,hsa:55902,ACSS2; acyl-CoA synthetase short chain family member 2
up:P49407,hsa:408,ARRB1; arrestin beta 1
up:Q8IU85,hsa:57118,CAMK1D; calcium/calmodulin dependent protein kinase ID
up:Q9GZZ6,hsa:57053,CHRNA10; cholinergic receptor nicotinic alpha 10 subunit
up:Q8IYE0,hsa:57639,CCDC146; coiled-coil domain containing 146
up:Q9Y5Z6,hsa:8708,"B3GALT1; beta-1,3-galactosyltransferase 1"
up:Q9HB15,hsa:56660,KCNK12; potassium two pore domain channel subfamily K member 12
up:P20719,hsa:3202,HOXA5; homeobox A5
up:Q9H1B7,hsa:64207,IRF2BPL; interferon regulatory factor 2 binding protein like
up:Q9UNA1,hsa:23092,ARHGAP26; Rho GTPase activating protein 26
up:Q7L8J4,hsa:80851,SH3BP5L; SH3 binding domain protein 5 like
up:Q96BW5,hsa:9317,PTER; phosphotriesterase related
up:Q9BV81,hsa:83460,EMC6; ER membrane protein complex subunit 6
up:Q9BXJ4,hsa:114899,C1QTNF3; C1q and TNF related 3
up:Q9UGM3,hsa:1755,DMBT1; deleted in malignant brain tumors 1
up:Q9NS40,hsa:90134,KCNH7; potassium voltage-gated channel subfamily H member 7
up:O95897,hsa:93145,OLFM2; olfactomedin 2
up:P05976,hsa:4632,MYL1; myosin light chain 1
up:Q5VZ52,hsa:254956,MORN5; MORN repeat containing 5
up:Q96T91,hsa:170589,GPHA2; glycoprotein hormone subunit alpha 2
up:Q8N8U9,hsa:168667,BMPER; BMP binding endothelial regulator
up:Q8IY51,hsa:201798,TIGD4; tigger transposable element derived 4
up:Q8NE79,hsa:11149,BVES; blood vessel epicardial substance
up:Q8NE79,hsa:11149,BVES; blood vessel epicardial substance
up:Q13303,hsa:8514,KCNAB2; potassium voltage-gated channel subfamily A regulatory beta subunit 2
up:Q9NRE2,hsa:128553,TSHZ2; teashirt zinc finger homeobox 2
up:Q8NBT3,hsa:284339,TMEM145; transmembrane protein 145
up:Q18PE1,hsa:285489,DOK7; docking protein 7
up:Q5EBL4,hsa:353116,RILPL1; Rab interacting lysosomal protein like 1
up:Q7Z3Z2,hsa:343035,RD3; RD3 regulator of GUCY2D
up:O95622,hsa:111,ADCY5; adenylate cyclase 5
up:Q5SZK8,hsa:341640,FREM2; FRAS1 related extracellular matrix 2
up:Q5SZK8,hsa:341640,FREM2; FRAS1 related extracellular matrix 2
up:Q8N8A2,hsa:91526,ANKRD44; ankyrin repeat domain 44
up:Q02410,hsa:320,APBA1; amyloid beta precursor protein binding family A member 1
up:P42263,hsa:2892,GRIA3; glutamate ionotropic receptor AMPA type subunit 3
up:P08263,hsa:2938,GSTA1; glutathione S-transferase alpha 1
up:P0DP25,hsa:808,CALM3; calmodulin 3
up:P0DP25,hsa:808,CALM3; calmodulin 3
up:P0DP25,hsa:808,CALM3; calmodulin 3
up:Q96RW7,hsa:83872,HMCN1; hemicentin 1
up:Q96RW7,hsa:83872,HMCN1; hemicentin 1
up:Q96DM1,hsa:161779,PGBD4; piggyBac transposable element derived 4
up:A4D2P6,hsa:392862,GRID2IP; Grid2 interacting protein
up:Q8IZS8,hsa:55799,CACNA2D3; calcium voltage-gated channel auxiliary subunit alpha2delta 3
up:P21333,hsa:2316,FLNA; filamin A
up:Q8IZF6,hsa:139378,ADGRG4; adhesion G protein-coupled receptor G4
up:Q96MT3,hsa:144165,PRICKLE1; prickle planar cell polarity protein 1
up:Q7Z3S7,hsa:93589,CACNA2D4; calcium voltage-gated channel auxiliary subunit alpha2delta 4
up:Q9H2G2,hsa:9748,SLK; STE20 like kinase
up:Q8N412,hsa:285555,STPG2; sperm tail PG-rich repeat containing 2
up:Q5TB30,hsa:55635,DEPDC1; DEP domain containing 1
up:O43603,hsa:8811,GALR2; galanin receptor 2
up:Q96PU8,hsa:9444,"QKI; QKI, KH domain containing RNA binding"
up:Q5FWF5,hsa:114799,ESCO1; establishment of sister chromatid cohesion N-acetyltransferase 1
up:Q96LD1,hsa:137868,SGCZ; sarcoglycan zeta
up:Q8NHP8,hsa:196463,PLBD2; phospholipase B domain containing 2
up:O43581,hsa:9066,SYT7; synaptotagmin 7
up:O15375,hsa:9121,SLC16A5; solute carrier family 16 member 5
up:Q14003,hsa:3748,KCNC3; potassium voltage-gated channel subfamily C member 3
up:Q9BX79,hsa:64220,STRA6; signaling receptor and transporter of retinol STRA6
up:Q92752,hsa:7143,TNR; tenascin R
up:P29973,hsa:1259,CNGA1; cyclic nucleotide gated channel subunit alpha 1
up:Q9H307,hsa:5411,"PNN; pinin, desmosome associated protein"
up:O95897,hsa:93145,OLFM2; olfactomedin 2
up:Q6UX73,hsa:146556,C16orf89; chromosome 16 open reading frame 89
up:Q15319,hsa:5459,POU4F3; POU class 4 homeobox 3
up:Q9C040,hsa:23321,TRIM2; tripartite motif containing 2
up:Q9NZR2,hsa:53353,LRP1B; LDL receptor related protein 1B
up:Q9P244,hsa:57622,LRFN1; leucine rich repeat and fibronectin type III domain containing 1
up:A6NK44,hsa:392465,GLOD5; glyoxalase domain containing 5
up:Q8IXR9,hsa:115749,C12orf56; chromosome 12 open reading frame 56
up:Q4KMG0,hsa:50937,"CDON; cell adhesion associated, oncogene regulated"
up:Q5VST9,hsa:84033,"OBSCN; obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"
up:O75382,hsa:10612,TRIM3; tripartite motif containing 3
up:Q8WWM9,hsa:114757,CYGB; cytoglobin
up:P52954,hsa:10660,LBX1; ladybird homeobox 1
up:O95394,hsa:5238,PGM3; phosphoglucomutase 3
up:Q9H814,hsa:51808,PHAX; phosphorylated adaptor for RNA export
up:Q03154,hsa:95,ACY1; aminoacylase 1
up:Q9Y6P5,hsa:27244,SESN1; sestrin 1
up:P30048,hsa:10935,PRDX3; peroxiredoxin 3
up:O15498,hsa:10652,YKT6; YKT6 v-SNARE homolog
up:P0DJG4,hsa:100506564,THEGL; theg spermatid protein like
up:Q9HAE3,hsa:79645,EFCAB1; EF-hand calcium binding domain 1
up:P61024,hsa:1163,CKS1B; CDC28 protein kinase regulatory subunit 1B
up:Q14203,hsa:1639,DCTN1; dynactin subunit 1
up:Q8N490,hsa:25953,PNKD; PNKD metallo-beta-lactamase domain containing
up:P35557,hsa:2645,GCK; glucokinase
up:P35557,hsa:2645,GCK; glucokinase
up:Q9Y608,hsa:9209,LRRFIP2; LRR binding FLII interacting protein 2
up:Q6W5P4,hsa:387129,NPSR1; neuropeptide S receptor 1
up:Q6ZSM3,hsa:387700,SLC16A12; solute carrier family 16 member 12
up:Q6ZSM3,hsa:387700,SLC16A12; solute carrier family 16 member 12
up:O43681,hsa:439,"GET3; guided entry of tail-anchored proteins factor 3, ATPase"
up:Q8NFF2,hsa:123041,SLC24A4; solute carrier family 24 member 4
up:Q6W5P4,hsa:387129,NPSR1; neuropeptide S receptor 1
up:Q969M7,hsa:140739,UBE2F; ubiquitin conjugating enzyme E2 F (putative)
up:P61158,hsa:10096,ACTR3; actin related protein 3
up:Q9HAD4,hsa:55255,WDR41; WD repeat domain 41
up:Q99685,hsa:11343,MGLL; monoglyceride lipase
up:P61970,hsa:10204,NUTF2; nuclear transport factor 2
up:Q8NBZ7,hsa:80146,UXS1; UDP-glucuronate decarboxylase 1
up:P10589,hsa:7025,NR2F1; nuclear receptor subfamily 2 group F member 1
up:P19440,hsa:2678,GGT1; gamma-glutamyltransferase 1
up:Q6PHR2,hsa:25989,ULK3; unc-51 like kinase 3
up:Q7L273,hsa:54793,KCTD9; potassium channel tetramerization domain containing 9
up:P61586,hsa:387,RHOA; ras homolog family member A
up:O14907,hsa:30851,TAX1BP3; Tax1 binding protein 3
up:Q08257,hsa:1429,CRYZ; crystallin zeta
up:Q9NPG2,hsa:58157,NGB; neuroglobin
up:Q6DWJ6,hsa:124274,GPR139; G protein-coupled receptor 139
up:O94817,hsa:9140,ATG12; autophagy related 12
up:P30039,hsa:64081,PBLD; phenazine biosynthesis like protein domain containing
up:Q9UJW0,hsa:51164,DCTN4; dynactin subunit 4
up:Q13557,hsa:817,CAMK2D; calcium/calmodulin dependent protein kinase II delta
up:Q96B67,hsa:57561,ARRDC3; arrestin domain containing 3
up:Q96F24,hsa:29982,NRBF2; nuclear receptor binding factor 2
up:O94832,hsa:4642,MYO1D; myosin ID
up:Q9Y6Y0,hsa:10625,IVNS1ABP; influenza virus NS1A binding protein
up:Q7L9L4,hsa:92597,MOB1B; MOB kinase activator 1B
up:P46926,hsa:10007,GNPDA1; glucosamine-6-phosphate deaminase 1
up:Q9GZY4,hsa:55744,COA1; cytochrome c oxidase assembly factor 1
up:Q6ZS17,hsa:79567,RIPOR1; RHO family interacting cell polarization regulator 1
up:Q9P0L0,hsa:9218,VAPA; VAMP associated protein A
up:Q70CQ3,hsa:84749,USP30; ubiquitin specific peptidase 30
up:Q6P656,hsa:161502,CFAP161; cilia and flagella associated protein 161
up:Q86YS6,hsa:339122,"RAB43; RAB43, member RAS oncogene family"
up:Q8WUW1,hsa:55845,BRK1; BRICK1 subunit of SCAR/WAVE actin nucleating complex
up:Q16864,hsa:9296,ATP6V1F; ATPase H+ transporting V1 subunit F
up:Q96QE2,hsa:114134,SLC2A13; solute carrier family 2 member 13
up:P58546,hsa:136319,MTPN; myotrophin
up:Q6P4F1,hsa:84750,FUT10; fucosyltransferase 10
up:P14416,hsa:1813,DRD2; dopamine receptor D2
up:O15182,hsa:1070,CETN3; centrin 3
up:Q9Y6M9,hsa:4715,NDUFB9; NADH:ubiquinone oxidoreductase subunit B9
up:Q96KR6,hsa:116151,FAM210B; family with sequence similarity 210 member B
up:Q96AC1,hsa:10979,FERMT2; FERM domain containing kindlin 2
up:Q16836,hsa:3033,HADH; hydroxyacyl-CoA dehydrogenase
up:O43617,hsa:27095,TRAPPC3; trafficking protein particle complex subunit 3
up:Q8WUX2,hsa:494143,CHAC2; ChaC glutathione specific gamma-glutamylcyclotransferase 2
up:Q8NBX0,hsa:51097,SCCPDH; saccharopine dehydrogenase (putative)
up:Q9NQC3,hsa:57142,RTN4; reticulon 4
up:P11926,hsa:4953,ODC1; ornithine decarboxylase 1
up:P68371,hsa:10383,TUBB4B; tubulin beta 4B class IVb
up:Q9UKG9,hsa:54677,CROT; carnitine O-octanoyltransferase
up:P49902,hsa:22978,"NT5C2; 5'-nucleotidase, cytosolic II"
up:Q7LFX5,hsa:51363,CHST15; carbohydrate sulfotransferase 15
up:Q7LFX5,hsa:51363,CHST15; carbohydrate sulfotransferase 15
up:Q13825,hsa:549,AUH; AU RNA binding methylglutaconyl-CoA hydratase
up:Q96IG2,hsa:84961,FBXL20; F-box and leucine rich repeat protein 20
up:Q86W34,hsa:51321,AMZ2; archaelysin family metallopeptidase 2
up:Q16630,hsa:11052,CPSF6; cleavage and polyadenylation specific factor 6
up:Q8N128,hsa:283635,FAM177A1; family with sequence similarity 177 member A1
up:P41223,hsa:8896,BUD31; BUD31 homolog
up:Q9BTE1,hsa:84516,DCTN5; dynactin subunit 5
up:P63000,hsa:5879,RAC1; Rac family small GTPase 1
up:P12956,hsa:2547,XRCC6; X-ray repair cross complementing 6
up:Q8NCA5,hsa:25940,FAM98A; family with sequence similarity 98 member A
up:Q6P5S7,hsa:440400,RNASEK; ribonuclease K
up:O76071,hsa:9391,CIAO1; cytosolic iron-sulfur assembly component 1
up:Q9UHV9,hsa:5202,PFDN2; prefoldin subunit 2
up:P61457,hsa:5092,PCBD1; pterin-4 alpha-carbinolamine dehydratase 1
up:Q14699,hsa:23180,"RFTN1; raftlin, lipid raft linker 1"
up:P52565,hsa:396,ARHGDIA; Rho GDP dissociation inhibitor alpha
up:P78537,hsa:2647,BLOC1S1; biogenesis of lysosomal organelles complex 1 subunit 1
up:Q6PJP8,hsa:9937,DCLRE1A; DNA cross-link repair 1A
up:Q9H4P4,hsa:10193,RNF41; ring finger protein 41
up:P37837,hsa:6888,TALDO1; transaldolase 1
up:P23786,hsa:1376,CPT2; carnitine palmitoyltransferase 2
up:P29401,hsa:7086,TKT; transketolase
up:Q9UNZ2,hsa:55968,NSFL1C; NSFL1 cofactor
up:Q92575,hsa:23190,UBXN4; UBX domain protein 4
up:O43614,hsa:3062,HCRTR2; hypocretin receptor 2
up:P56134,hsa:9551,ATP5MF; ATP synthase membrane subunit f
up:P21283,hsa:528,ATP6V1C1; ATPase H+ transporting V1 subunit C1
up:P21926,hsa:928,CD9; CD9 molecule
up:O75083,hsa:9948,WDR1; WD repeat domain 1
up:Q9UPY8,hsa:22924,MAPRE3; microtubule associated protein RP/EB family member 3
up:O00116,hsa:8540,AGPS; alkylglycerone phosphate synthase
up:Q71U36,hsa:7846,TUBA1A; tubulin alpha 1a
up:Q9BXY5,hsa:84698,CAPS2; calcyphosine 2
up:P31249,hsa:3232,HOXD3; homeobox D3
up:Q8N8R5,hsa:205327,C2orf69; chromosome 2 open reading frame 69
up:Q9H115,hsa:63908,NAPB; NSF attachment protein beta
up:P30085,hsa:51727,CMPK1; cytidine/uridine monophosphate kinase 1
up:P61077,hsa:7323,UBE2D3; ubiquitin conjugating enzyme E2 D3
up:P61163,hsa:10121,ACTR1A; actin related protein 1A
up:A2RUC4,hsa:129450,TYW5; tRNA-yW synthesizing protein 5
up:Q9BUP3,hsa:10553,HTATIP2; HIV-1 Tat interactive protein 2
up:O75600,hsa:23464,GCAT; glycine C-acetyltransferase
up:P0DP25,hsa:808,CALM3; calmodulin 3
up:P0DP25,hsa:808,CALM3; calmodulin 3
up:P0DP25,hsa:808,CALM3; calmodulin 3
up:P23919,hsa:1841,DTYMK; deoxythymidylate kinase
up:P00390,hsa:2936,GSR; glutathione-disulfide reductase
up:Q8N8A2,hsa:91526,ANKRD44; ankyrin repeat domain 44
up:Q8WU39,hsa:51237,MZB1; marginal zone B and B1 cell specific protein
up:Q9UPT5,hsa:23265,EXOC7; exocyst complex component 7
up:O15145,hsa:10094,ARPC3; actin related protein 2/3 complex subunit 3
up:O00471,hsa:10640,EXOC5; exocyst complex component 5
up:Q13011,hsa:1891,ECH1; enoyl-CoA hydratase 1
up:A6NE02,hsa:388419,BTBD17; BTB domain containing 17
up:P62955,hsa:59284,CACNG7; calcium voltage-gated channel auxiliary subunit gamma 7
up:Q13253,hsa:9241,NOG; noggin
up:Q14197,hsa:3396,MRPL58; mitochondrial ribosomal protein L58
up:A4QMS7,hsa:134121,C5orf49; chromosome 5 open reading frame 49
up:P25325,hsa:4357,MPST; mercaptopyruvate sulfurtransferase
up:O75191,hsa:9942,XYLB; xylulokinase
up:O94760,hsa:23576,DDAH1; dimethylarginine dimethylaminohydrolase 1
up:Q06055,hsa:517,ATP5MC2; ATP synthase membrane subunit c locus 2
up:P13798,hsa:327,APEH; acylaminoacyl-peptide hydrolase
up:Q9GZQ6,hsa:64106,NPFFR1; neuropeptide FF receptor 1
up:Q96CW6,hsa:84138,SLC7A6OS; solute carrier family 7 member 6 opposite strand
up:Q9ULH0,hsa:57498,KIDINS220; kinase D interacting substrate 220
up:Q6ZNE9,hsa:285180,RUFY4; RUN and FYVE domain containing 4
up:P62258,hsa:7531,YWHAE; tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
up:Q6W5P4,hsa:387129,NPSR1; neuropeptide S receptor 1
up:Q6P9B6,hsa:57707,"MEAK7; MTOR associated protein, eak-7 homolog"
up:P61081,hsa:9040,UBE2M; ubiquitin conjugating enzyme E2 M
up:Q01484,hsa:287,ANK2; ankyrin 2
up:O43924,hsa:5147,PDE6D; phosphodiesterase 6D
up:Q9BRA0,hsa:84316,"NAA38; N-alpha-acetyltransferase 38, NatC auxiliary subunit"
up:Q6ZVK8,hsa:79873,NUDT18; nudix hydrolase 18
up:O75348,hsa:9550,ATP6V1G1; ATPase H+ transporting V1 subunit G1
up:P0DP25,hsa:808,CALM3; calmodulin 3
up:P0DP25,hsa:808,CALM3; calmodulin 3
up:P0DP25,hsa:808,CALM3; calmodulin 3
up:Q5EBL4,hsa:353116,RILPL1; Rab interacting lysosomal protein like 1
up:Q8TCQ1,hsa:55016,MARCHF1; membrane associated ring-CH-type finger 1
up:Q9BY49,hsa:55825,PECR; peroxisomal trans-2-enoyl-CoA reductase
up:O95870,hsa:7920,"ABHD16A; abhydrolase domain containing 16A, phospholipase"
up:Q96C86,hsa:28960,"DCPS; decapping enzyme, scavenger"
up:O14576,hsa:1780,DYNC1I1; dynein cytoplasmic 1 intermediate chain 1
up:Q9NX18,hsa:54949,SDHAF2; succinate dehydrogenase complex assembly factor 2
up:O14964,hsa:9146,HGS; hepatocyte growth factor-regulated tyrosine kinase substrate
up:Q96CW1,hsa:1173,AP2M1; adaptor related protein complex 2 subunit mu 1
up:P51970,hsa:4702,NDUFA8; NADH:ubiquinone oxidoreductase subunit A8
up:Q9NNZ3,hsa:3338,DNAJC4; DnaJ heat shock protein family (Hsp40) member C4
up:P62256,hsa:7328,UBE2H; ubiquitin conjugating enzyme E2 H
up:Q5VWJ9,hsa:401548,SNX30; sorting nexin family member 30
up:P28472,hsa:2562,GABRB3; gamma-aminobutyric acid type A receptor subunit beta3
up:P50502,hsa:6767,ST13; ST13 Hsp70 interacting protein
up:P25787,hsa:5683,PSMA2; proteasome 20S subunit alpha 2
up:Q86VU5,hsa:118881,COMTD1; catechol-O-methyltransferase domain containing 1
up:Q8IZR5,hsa:146223,CMTM4; CKLF like MARVEL transmembrane domain containing 4
up:Q7L1T6,hsa:51167,CYB5R4; cytochrome b5 reductase 4
up:P05165,hsa:5095,PCCA; propionyl-CoA carboxylase subunit alpha
up:Q9Y597,hsa:51133,KCTD3; potassium channel tetramerization domain containing 3
up:Q9UK41,hsa:51160,VPS28; VPS28 subunit of ESCRT-I
up:Q15543,hsa:6884,TAF13; TATA-box binding protein associated factor 13
up:Q12996,hsa:1479,CSTF3; cleavage stimulation factor subunit 3
up:P36404,hsa:402,ARL2; ADP ribosylation factor like GTPase 2
up:Q16099,hsa:2900,GRIK4; glutamate ionotropic receptor kainate type subunit 4
up:Q96LT7,hsa:203228,C9orf72; C9orf72-SMCR8 complex subunit
up:Q96GY3,hsa:55957,LIN37; lin-37 DREAM MuvB core complex component
up:Q9UJ68,hsa:4482,MSRA; methionine sulfoxide reductase A
up:Q8N183,hsa:91942,NDUFAF2; NADH:ubiquinone oxidoreductase complex assembly factor 2
up:Q9HB71,hsa:27101,CACYBP; calcyclin binding protein
up:O14737,hsa:9141,PDCD5; programmed cell death 5
up:P50416,hsa:1374,CPT1A; carnitine palmitoyltransferase 1A
up:O15392,hsa:332,BIRC5; baculoviral IAP repeat containing 5
up:Q9NUT2,hsa:11194,ABCB8; ATP binding cassette subfamily B member 8
up:Q9NQT8,hsa:23303,KIF13B; kinesin family member 13B
up:O60921,hsa:3364,HUS1; HUS1 checkpoint clamp component
up:Q9GZZ1,hsa:80218,"NAA50; N-alpha-acetyltransferase 50, NatE catalytic subunit"
up:Q9Y305,hsa:23597,ACOT9; acyl-CoA thioesterase 9
up:P41227,hsa:8260,"NAA10; N-alpha-acetyltransferase 10, NatA catalytic subunit"
up:P61764,hsa:6812,STXBP1; syntaxin binding protein 1
up:Q9NRG7,hsa:56948,SDR39U1; short chain dehydrogenase/reductase family 39U member 1
up:Q96CN7,hsa:51015,ISOC1; isochorismatase domain containing 1
up:P30047,hsa:2644,GCHFR; GTP cyclohydrolase I feedback regulator
